croplands_all_categories,human_pop_density_log10,managed_pasture_and_rangeland,precipitation_inFall,precipitation_spring,precipitation_summer,precipitation_winter,primary_forest_areas,primary_non_forest_areas,relative_humidity_inFall,relative_humidity_spring,relative_humidity_summer,relative_humidity_winter,secondary_forest_areas,secondary_non_forest_areas,temperature_inFall,temperature_spring,temperature_summer,temperature_winter
3.09334949126611,6.43997945917294,9.53285311586023,0.684284721862716,8.09297902321982,1.32959480646313,0.536290749912911,0.121879515659888,7.42402595041289,20.7844209056105,0.482781269198061,9.91770264556946,6.79862432465767,1.5359979551329,0.322377183132929,1.03058227810968,13.1111641787042,3.07929303657426,5.68181938947969
2.23080209809112,4.19465244349397,4.97658961652449,1.01683172116592,10.091995857306,1.55669547168415,0.672025950523584,0.0510381889968127,5.20744777775259,30.6953863690326,0.37030772014014,2.27018445373818,9.82142394302987,0.978908221463071,0.226233466385352,2.02357334498565,16.4731083547758,2.48062063468857,4.66217436622218
4.02020823989211,9.18076784739869,7.04311267258678,2.75752548795898,9.85784927487391,0.852070297451957,2.08725325903012,0.0277246293526787,7.52471558770017,13.6693763391577,0.75110393060196,10.2240703097242,9.44130372580984,1.96665597252052,0.599742875119759,0.766111286651166,12.1514229712005,3.39212495254382,3.68686034042515
2.31494417279246,2.90833846951817,6.19071113168808,0.808724234604776,9.41176451505704,4.04210057472145,0.435411063468805,0.315778325834853,5.17414993050419,48.2793199626354,0.344468464875046,1.80512629195289,3.73127028728078,0.427715029175665,0.292835494379542,5.10520686357512,2.57695264619333,1.18584459866236,4.64933794308001
3.43683612356073,9.83134666422811,5.08836945686086,1.87698564337738,7.64132369460589,6.26422496403082,1.47038652709001,0.0456105303450932,9.00054720227701,12.0887983140882,0.199073366364846,5.99517875726983,2.33969740396955,3.47267949380387,0.38901252484993,3.81512120140594,14.9339022630781,3.51819699703036,8.59270887176344
3.50843366377002,6.12509242095597,8.8677506662013,1.7702880127045,7.11755872759693,1.93530759808394,1.36088319507712,0.76938661555056,10.4153952672298,20.0969824373127,1.54956954034191,7.70653514269591,11.0820555811312,2.3061041056835,1.24321628399294,1.19293446197276,6.58609619862567,3.66079460776265,2.70561547331057
1.55234716666525,6.06972868033237,4.74804728204671,1.52295593766772,9.19772669757067,3.03673138737415,1.1958854573607,0.0160434232153044,6.31875692507791,37.4832817415551,0.47972943630796,9.30165128573699,6.71203214461729,1.09583339962977,0.48719119382151,0.18871686004604,4.25336673782918,3.86234253381082,2.4776317093346
1.26295528851708,5.57624741974684,4.68223063012686,1.00991724832961,11.506291648119,1.52666641435339,0.582068372438856,0.00409384356655529,1.66415187029639,29.5560864296365,0.596024958523152,13.4832570735011,7.80672397025041,0.954773313733873,0.816529599900629,2.39164956664707,2.01411040302165,5.46628966655055,9.09993228274047
0.418010744705596,5.08349965184808,3.26902182003079,2.3745828697682,9.82023905915917,17.3484441903391,1.18908620527108,0.199705265340915,5.03919599228666,24.7927969989416,1.78953408839943,6.92035962580161,3.46090638891823,1.58512684271295,0.718132218455376,0.594746065537204,2.62427215687588,5.39937950673926,7.37296030886884
1.40731277507647,9.29757434268052,7.21963466986848,0.71823240467714,8.29725750473059,4.18516311376979,1.43168854480996,0.0475339780634093,12.0511792025918,12.4036388133037,1.49974934620275,7.67918137381513,1.98385954388292,3.20761435229954,0.580682886458618,0.779145945537357,18.1300054779854,8.10504402591255,0.975501698333828
2.25363549173362,7.89100308971072,3.36623797731284,1.33156699565086,8.6914757092864,0.423605530544026,1.40412597021648,0.781782501669901,5.67913075884454,31.4043368221314,0.980944567932743,14.2399804990491,4.9672670688198,0.773868874539141,0.578117605882908,1.59747801033391,7.25712832857242,3.8009759812002,2.57733821656899
2.9643929177643,2.62323800044642,7.72589612481186,2.52273138158247,12.7314202235769,2.91130245931049,2.28817089717576,0.123444176871033,6.60207162406511,29.6447336655295,0.437503090144389,5.19371730266865,10.3157525927808,0.128421558565311,0.438480716339572,0.413564839610801,4.6681335334469,3.55817410085915,4.70885079445055
0.964324783826454,3.93754850477676,2.70975107306226,0.582388787108451,8.95835930830791,3.35207648736191,1.08456499299371,0.0645084684230549,6.33467236411185,23.5469074175842,0.21828507034767,23.3485758701503,3.13217600952452,0.800069400644696,2.52269552378491,1.41647122787192,5.67236354303555,6.57058174911723,4.78367941796669
0.628226521774564,4.43313020951237,5.75935077511091,2.35408291446091,7.8830383978834,2.49176686462946,2.23837789364437,0.0480769861145698,6.92166683763391,2.70809914507832,0.218162800038978,35.4317789331461,7.78688689770997,2.04822163011815,0.749493010796125,0.565397851958267,11.8228455151286,2.11578280003995,3.79561401522112
2.70147090092999,7.79654871717289,2.99517707665448,1.31773594496257,6.48135899637402,1.29278699468213,1.0389794589847,0.0653425051817183,11.9186795558022,16.4720032483179,0.730509106836745,15.719705808496,4.556930213553,1.12687670751661,0.761087895856329,2.85678967050211,9.53800065840451,7.14572045813669,5.48429608163533
1.07834524037957,6.80564903553818,4.5674703184697,0.604593784182554,8.69651470695604,8.01433023753482,1.64050757291715,0.193039224767715,5.62694128184808,30.1658016872592,1.26784431342232,7.62502710656485,7.07247976694314,0.476011351166689,0.347900263123987,0.652833216664893,7.0117455708177,4.72740149125056,3.42556383019281
